Ligand,Ordem,Affinity_mean,Positivos,Decoys,Tdecoys,Tpositivos,FracDocada,FracPositivos,,,Conc(P),Fator Enriquecimento,FracDocada,positivos/total = ,"0,0204865557"
Donepezildecoy48,422,"-8,8",0,1,412,10,"0,54033","0,6250",,,"0,0237","1,1567","0,5403",,
Tolserinedecoy17,423,"-8,8",0,1,413,10,"0,54161","0,6250",,,"0,0236","1,1539","0,5416",,
Tolserinedecoy41,424,"-8,8",0,1,414,10,"0,54289","0,6250",,,"0,0236","1,1512","0,5429",,
Heptyl-physostigminedecoy23,425,"-8,8",0,1,415,10,"0,54417","0,6250",,,"0,0235","1,1485","0,5442",,
Donepezildecoy21,426,"-8,8",0,1,416,10,"0,54545","0,6250",,,"0,0235","1,1458","0,5455",,
3iodo-2tetrahydroacridindecoy32,427,"-8,8",0,1,417,10,"0,54673","0,6250",,,"0,0234","1,1431","0,5467",,
Donepezildecoy3,428,"-8,8",0,1,418,10,"0,54802","0,6250",,,"0,0234","1,1405","0,5480",,
Heptyl-physostigminedecoy14,429,"-8,8",0,1,419,10,"0,54930","0,6250",,,"0,0233","1,1378","0,5493",,
Heptyl-physostigminedecoy19,430,"-8,8",0,1,420,10,"0,55058","0,6250",,,"0,0233","1,1351","0,5506",,
4iodo-2tetrahydroacridindecoy50,431,"-8,8",0,1,421,10,"0,55186","0,6250",,,"0,0232","1,1325","0,5519",,
4iodo-3tetrahydroacridindecoy36,432,"-8,8",0,1,422,10,"0,55314","0,6250",,,"0,0231","1,1299","0,5531",,
2iodo-4tetrahydroacridindecoy25,433,"-8,8",0,1,423,10,"0,55442","0,6250",,,"0,0231","1,1273","0,5544",,
Tolserinedecoy21,434,"-8,8",0,1,424,10,"0,55570","0,6250",,,"0,0230","1,1247","0,5557",,
Tolserinedecoy6,435,"-8,8",0,1,425,10,"0,55698","0,6250",,,"0,0230","1,1221","0,5570",,
Heptyl-physostigminedecoy18,436,"-8,8",0,1,426,10,"0,55826","0,6250",,,"0,0229","1,1195","0,5583",,
Tolserinedecoy18,437,"-8,7",0,1,427,10,"0,55954","0,6250",,,"0,0229","1,1170","0,5595",,
3iodo-4tetrahydroacridindecoy43,438,"-8,7",0,1,428,10,"0,56082","0,6250",,,"0,0228","1,1144","0,5608",,
Heptyl-physostigminedecoy40,439,"-8,7",0,1,429,10,"0,56210","0,6250",,,"0,0228","1,1119","0,5621",,
2iodo-2tetrahydroacridindecoy35,440,"-8,7",0,1,430,10,"0,56338","0,6250",,,"0,0227","1,1094","0,5634",,
Donepezildecoy15,441,"-8,7",0,1,431,10,"0,56466","0,6250",,,"0,0227","1,1068","0,5647",,
3iodo-4tetrahydroacridindecoy16,442,"-8,7",0,1,432,10,"0,56594","0,6250",,,"0,0226","1,1043","0,5659",,
4iodo-4tetrahydroacridindecoy10,443,"-8,7",0,1,433,10,"0,56722","0,6250",,,"0,0226","1,1018","0,5672",,
2iodo-2tetrahydroacridindecoy2,444,"-8,7",0,1,434,10,"0,56850","0,6250",,,"0,0225","1,0994","0,5685",,
2iodo-3tetrahydroacridindecoy44,445,"-8,7",0,1,435,10,"0,56978","0,6250",,,"0,0225","1,0969","0,5698",,
4iodo-3tetrahydroacridindecoy30,446,"-8,7",0,1,436,10,"0,57106","0,6250",,,"0,0224","1,0944","0,5711",,
3iodo-4tetrahydroacridindecoy33,447,"-8,7",0,1,437,10,"0,57234","0,6250",,,"0,0224","1,0920","0,5723",,
Donepezildecoy19,448,"-8,7",0,1,438,10,"0,57362","0,6250",,,"0,0223","1,0895","0,5736",,
2iodo-3tetrahydroacridindecoy17,449,"-8,7",0,1,439,10,"0,57490","0,6250",,,"0,0223","1,0871","0,5749",,
Tolserine,450,"-8,7",1,0,439,11,"0,57618","0,6875",,,"0,0244","1,1932","0,5762",,
Donepezildecoy23,451,"-8,7",0,1,440,11,"0,57746","0,6875",,,"0,0244","1,1905","0,5775",,
Donepezildecoy13,452,"-8,7",0,1,441,11,"0,57875","0,6875",,,"0,0243","1,1879","0,5787",,
Heptyl-physostigminedecoy39,453,"-8,7",0,1,442,11,"0,58003","0,6875",,,"0,0243","1,1853","0,5800",,
Heptyl-physostigminedecoy50,454,"-8,6",0,1,443,11,"0,58131","0,6875",,,"0,0242","1,1827","0,5813",,
2iodo-2tetrahydroacridindecoy43,455,"-8,6",0,1,444,11,"0,58259","0,6875",,,"0,0242","1,1801","0,5826",,
Donepezildecoy27,456,"-8,6",0,1,445,11,"0,58387","0,6875",,,"0,0241","1,1775","0,5839",,
Donepezildecoy20,457,"-8,6",0,1,446,11,"0,58515","0,6875",,,"0,0241","1,1749","0,5851",,
Tolserinedecoy20,458,"-8,6",0,1,447,11,"0,58643","0,6875",,,"0,0240","1,1723","0,5864",,
Heptyl-physostigminedecoy49,459,"-8,6",0,1,448,11,"0,58771","0,6875",,,"0,0240","1,1698","0,5877",,
Tolserinedecoy9,460,"-8,6",0,1,449,11,"0,58899","0,6875",,,"0,0239","1,1672","0,5890",,
3iodo-2tetrahydroacridindecoy31,461,"-8,6",0,1,450,11,"0,59027","0,6875",,,"0,0239","1,1647","0,5903",,
2iodo-2tetrahydroacridindecoy32,462,"-8,6",0,1,451,11,"0,59155","0,6875",,,"0,0238","1,1622","0,5915",,
Heptyl-physostigmine,463,"-8,6",1,0,451,12,"0,59283","0,7500",,,"0,0259","1,2651","0,5928",,
3iodo-2tetrahydroacridindecoy44,464,"-8,6",0,1,452,12,"0,59411","0,7500",,,"0,0259","1,2624","0,5941",,
4iodo-2tetrahydroacridindecoy40,465,"-8,6",0,1,453,12,"0,59539","0,7500",,,"0,0258","1,2597","0,5954",,
Tolserinedecoy13,466,"-8,5",0,1,454,12,"0,59667","0,7500",,,"0,0258","1,2569","0,5967",,
Donepezildecoy37,467,"-8,5",0,1,455,12,"0,59795","0,7500",,,"0,0257","1,2543","0,5980",,
2iodo-3tetrahydroacridindecoy21,468,"-8,5",0,1,456,12,"0,59923","0,7500",,,"0,0256","1,2516","0,5992",,
Donepezildecoy47,469,"-8,5",0,1,457,12,"0,60051","0,7500",,,"0,0256","1,2489","0,6005",,
Tolserinedecoy39,470,"-8,5",0,1,458,12,"0,60179","0,7500",,,"0,0255","1,2462","0,6018",,
Donepezildecoy12,471,"-8,5",0,1,459,12,"0,60307","0,7500",,,"0,0255","1,2436","0,6031",,
4iodo-2tetrahydroacridindecoy16,472,"-8,5",0,1,460,12,"0,60435","0,7500",,,"0,0254","1,2410","0,6044",,
4iodo-4tetrahydroacridindecoy7,473,"-8,5",0,1,461,12,"0,60563","0,7500",,,"0,0254","1,2383","0,6056",,
Donepezildecoy49,474,"-8,5",0,1,462,12,"0,60691","0,7500",,,"0,0253","1,2357","0,6069",,
Tolserinedecoy16,475,"-8,5",0,1,463,12,"0,60819","0,7500",,,"0,0253","1,2331","0,6082",,
2iodo-4tetrahydroacridindecoy42,476,"-8,5",0,1,464,12,"0,60948","0,7500",,,"0,0252","1,2305","0,6095",,
4iodo-2tetrahydroacridindecoy41,477,"-8,5",0,1,465,12,"0,61076","0,7500",,,"0,0252","1,2280","0,6108",,
Tolserinedecoy15,478,"-8,5",0,1,466,12,"0,61204","0,7500",,,"0,0251","1,2254","0,6120",,
Donepezildecoy31,479,"-8,5",0,1,467,12,"0,61332","0,7500",,,"0,0251","1,2228","0,6133",,
Donepezildecoy8,480,"-8,5",0,1,468,12,"0,61460","0,7500",,,"0,0250","1,2203","0,6146",,
3iodo-2tetrahydroacridindecoy36,481,"-8,4",0,1,469,12,"0,61588","0,7500",,,"0,0249","1,2177","0,6159",,
Heptyl-physostigminedecoy41,482,"-8,4",0,1,470,12,"0,61716","0,7500",,,"0,0249","1,2152","0,6172",,
Donepezildecoy46,483,"-8,4",0,1,471,12,"0,61844","0,7500",,,"0,0248","1,2127","0,6184",,
4iodo-2tetrahydroacridindecoy30,484,"-8,4",0,1,472,12,"0,61972","0,7500",,,"0,0248","1,2102","0,6197",,
2iodo-2tetrahydroacridindecoy33,485,"-8,4",0,1,473,12,"0,62100","0,7500",,,"0,0247","1,2077","0,6210",,
4iodo-2tetrahydroacridindecoy43,486,"-8,4",0,1,474,12,"0,62228","0,7500",,,"0,0247","1,2052","0,6223",,
Heptyl-physostigminedecoy1,487,"-8,4",0,1,475,12,"0,62356","0,7500",,,"0,0246","1,2027","0,6236",,
4iodo-2tetrahydroacridindecoy17,488,"-8,4",0,1,476,12,"0,62484","0,7500",,,"0,0246","1,2003","0,6248",,
Heptyl-physostigminedecoy45,489,"-8,4",0,1,477,12,"0,62612","0,7500",,,"0,0245","1,1978","0,6261",,
Tolserinedecoy2,490,"-8,4",0,1,478,12,"0,62740","0,7500",,,"0,0245","1,1954","0,6274",,
Heptyl-physostigminedecoy24,491,"-8,4",0,1,479,12,"0,62868","0,7500",,,"0,0244","1,1929","0,6287",,
3iodo-4tetrahydroacridindecoy3,492,"-8,3",0,1,480,12,"0,62996","0,7500",,,"0,0244","1,1905","0,6300",,
2iodo-2tetrahydroacridindecoy36,493,"-8,3",0,1,481,12,"0,63124","0,7500",,,"0,0243","1,1881","0,6312",,
3iodo-4tetrahydroacridindecoy8,494,"-8,3",0,1,482,12,"0,63252","0,7500",,,"0,0243","1,1857","0,6325",,
Donepezildecoy33,495,"-8,3",0,1,483,12,"0,63380","0,7500",,,"0,0242","1,1833","0,6338",,
Donepezildecoy17,496,"-8,3",0,1,484,12,"0,63508","0,7500",,,"0,0242","1,1809","0,6351",,
Tolserinedecoy19,497,"-8,3",0,1,485,12,"0,63636","0,7500",,,"0,0241","1,1785","0,6364",,
Donepezildecoy2,498,"-8,3",0,1,486,12,"0,63764","0,7500",,,"0,0241","1,1762","0,6376",,
Heptyl-physostigminedecoy46,499,"-8,3",0,1,487,12,"0,63892","0,7500",,,"0,0240","1,1738","0,6389",,
Tolserinedecoy40,500,"-8,3",0,1,488,12,"0,64020","0,7500",,,"0,0240","1,1715","0,6402",,
Tolserinedecoy38,501,"-8,3",0,1,489,12,"0,64149","0,7500",,,"0,0240","1,1691","0,6415",,
4iodo-4tetrahydroacridindecoy12,502,"-8,3",0,1,490,12,"0,64277","0,7500",,,"0,0239","1,1668","0,6428",,
Donepezildecoy26,503,"-8,2",0,1,491,12,"0,64405","0,7500",,,"0,0239","1,1645","0,6440",,
Tolserinedecoy25,504,"-8,2",0,1,492,12,"0,64533","0,7500",,,"0,0238","1,1622","0,6453",,
Donepezildecoy16,505,"-8,2",0,1,493,12,"0,64661","0,7500",,,"0,0238","1,1599","0,6466",,
Tolserinedecoy37,506,"-8,2",0,1,494,12,"0,64789","0,7500",,,"0,0237","1,1576","0,6479",,
Donepezildecoy25,507,"-8,2",0,1,495,12,"0,64917","0,7500",,,"0,0237","1,1553","0,6492",,
Heptyl-physostigminedecoy42,508,"-8,2",0,1,496,12,"0,65045","0,7500",,,"0,0236","1,1530","0,6504",,
Heptyl-physostigminedecoy47,509,"-8,2",0,1,497,12,"0,65173","0,7500",,,"0,0236","1,1508","0,6517",,
4iodo-2tetrahydroacridindecoy26,510,"-8,2",0,1,498,12,"0,65301","0,7500",,,"0,0235","1,1485","0,6530",,
3iodo-4tetrahydroacridindecoy14,511,"-8,2",0,1,499,12,"0,65429","0,7500",,,"0,0235","1,1463","0,6543",,
3iodo-2tetrahydroacridindecoy24,512,"-8,2",0,1,500,12,"0,65557","0,7500",,,"0,0234","1,1440","0,6556",,
Tolserinedecoy43,513,"-8,1",0,1,501,12,"0,65685","0,7500",,,"0,0234","1,1418","0,6569",,
Tolserinedecoy28,514,"-8,1",0,1,502,12,"0,65813","0,7500",,,"0,0233","1,1396","0,6581",,
Donepezildecoy24,515,"-8,1",0,1,503,12,"0,65941","0,7500",,,"0,0233","1,1374","0,6594",,
Tolserinedecoy22,516,"-8,1",0,1,504,12,"0,66069","0,7500",,,"0,0233","1,1351","0,6607",,
3iodo-2tetrahydroacridindecoy1,517,"-8,1",0,1,505,12,"0,66197","0,7500",,,"0,0232","1,1330","0,6620",,
Heptyl-physostigminedecoy27,518,"-8,1",0,1,506,12,"0,66325","0,7500",,,"0,0232","1,1308","0,6633",,
Donepezildecoy9,519,"-8,1",0,1,507,12,"0,66453","0,7500",,,"0,0231","1,1286","0,6645",,
Tolserinedecoy31,520,"-8,1",0,1,508,12,"0,66581","0,7500",,,"0,0231","1,1264","0,6658",,
Tolserinedecoy27,521,"-8,1",0,1,509,12,"0,66709","0,7500",,,"0,0230","1,1243","0,6671",,
3iodo-2tetrahydroacridindecoy23,522,"-8,0",0,1,510,12,"0,66837","0,7500",,,"0,0230","1,1221","0,6684",,
4iodo-3tetrahydroacridindecoy35,523,"-8,0",0,1,511,12,"0,66965","0,7500",,,"0,0229","1,1200","0,6697",,
4iodo-4tetrahydroacridindecoy42,524,"-8,0",0,1,512,12,"0,67093","0,7500",,,"0,0229","1,1178","0,6709",,
4iodo-3tetrahydroacridindecoy17,525,"-8,0",0,1,513,12,"0,67222","0,7500",,,"0,0229","1,1157","0,6722",,
Tolserinedecoy29,526,"-8,0",0,1,514,12,"0,67350","0,7500",,,"0,0228","1,1136","0,6735",,
Tolserinedecoy7,527,"-8,0",0,1,515,12,"0,67478","0,7500",,,"0,0228","1,1115","0,6748",,
Tolserinedecoy30,528,"-8,0",0,1,516,12,"0,67606","0,7500",,,"0,0227","1,1094","0,6761",,
Tolserinedecoy42,529,"-8,0",0,1,517,12,"0,67734","0,7500",,,"0,0227","1,1073","0,6773",,
3iodo-4tetrahydroacridindecoy1,530,"-7,9",0,1,518,12,"0,67862","0,7500",,,"0,0226","1,1052","0,6786",,
Donepezildecoy34,531,"-7,9",0,1,519,12,"0,67990","0,7500",,,"0,0226","1,1031","0,6799",,
2iodo-2tetrahydroacridindecoy22,532,"-7,9",0,1,520,12,"0,68118","0,7500",,,"0,0226","1,1010","0,6812",,
4iodo-4tetrahydroacridindecoy47,533,"-7,9",0,1,521,12,"0,68246","0,7500",,,"0,0225","1,0989","0,6825",,
Heptyl-physostigminedecoy6,534,"-7,9",0,1,522,12,"0,68374","0,7500",,,"0,0225","1,0969","0,6837",,
Donepezildecoy40,535,"-7,9",0,1,523,12,"0,68502","0,7500",,,"0,0224","1,0948","0,6850",,
Tolserinedecoy48,536,"-7,9",0,1,524,12,"0,68630","0,7500",,,"0,0224","1,0928","0,6863",,
Donepezildecoy42,537,"-7,9",0,1,525,12,"0,68758","0,7500",,,"0,0223","1,0908","0,6876",,
2iodo-2tetrahydroacridindecoy5,538,"-7,8",0,1,526,12,"0,68886","0,7500",,,"0,0223","1,0887","0,6889",,
2iodo-4tetrahydroacridindecoy27,539,"-7,8",0,1,527,12,"0,69014","0,7500",,,"0,0223","1,0867","0,6901",,
Tolserinedecoy4,540,"-7,8",0,1,528,12,"0,69142","0,7500",,,"0,0222","1,0847","0,6914",,
Heptyl-physostigminedecoy21,541,"-7,8",0,1,529,12,"0,69270","0,7500",,,"0,0222","1,0827","0,6927",,
Heptyl-physostigminedecoy29,542,"-7,8",0,1,530,12,"0,69398","0,7500",,,"0,0221","1,0807","0,6940",,
Physostigminedecoy11,543,"-7,8",0,1,531,12,"0,69526","0,7500",,,"0,0221","1,0787","0,6953",,
Tolserinedecoy14,544,"-7,8",0,1,532,12,"0,69654","0,7500",,,"0,0221","1,0767","0,6965",,
4iodo-4tetrahydroacridindecoy22,545,"-7,8",0,1,533,12,"0,69782","0,7500",,,"0,0220","1,0747","0,6978",,
4iodo-4tetrahydroacridindecoy48,546,"-7,8",0,1,534,12,"0,69910","0,7500",,,"0,0220","1,0728","0,6991",,
4iodo-4tetrahydroacridindecoy49,547,"-7,7",0,1,535,12,"0,70038","0,7500",,,"0,0219","1,0708","0,7004",,
Galantaminedecoy40,548,"-7,7",0,1,536,12,"0,70166","0,7500",,,"0,0219","1,0689","0,7017",,
2iodo-4tetrahydroacridindecoy50,549,"-7,7",0,1,537,12,"0,70294","0,7500",,,"0,0219","1,0669","0,7029",,
3iodo-4tetrahydroacridindecoy19,550,"-7,7",0,1,538,12,"0,70423","0,7500",,,"0,0218","1,0650","0,7042",,
3iodo-4tetrahydroacridindecoy34,551,"-7,6",0,1,539,12,"0,70551","0,7500",,,"0,0218","1,0630","0,7055",,
2iodo-2tetrahydroacridindecoy38,552,"-7,6",0,1,540,12,"0,70679","0,7500",,,"0,0217","1,0611","0,7068",,
Galantaminedecoy32,553,"-7,6",0,1,541,12,"0,70807","0,7500",,,"0,0217","1,0592","0,7081",,
Galantaminedecoy23,554,"-7,6",0,1,542,12,"0,70935","0,7500",,,"0,0217","1,0573","0,7093",,
4iodo-2tetrahydroacridindecoy15,555,"-7,6",0,1,543,12,"0,71063","0,7500",,,"0,0216","1,0554","0,7106",,
Physostigminedecoy6,556,"-7,6",0,1,544,12,"0,71191","0,7500",,,"0,0216","1,0535","0,7119",,
3iodo-4tetrahydroacridindecoy11,557,"-7,6",0,1,545,12,"0,71319","0,7500",,,"0,0215","1,0516","0,7132",,
Physostigminedecoy4,558,"-7,6",0,1,546,12,"0,71447","0,7500",,,"0,0215","1,0497","0,7145",,
Galantaminedecoy41,559,"-7,6",0,1,547,12,"0,71575","0,7500",,,"0,0215","1,0478","0,7157",,
2iodo-2tetrahydroacridindecoy49,560,"-7,6",0,1,548,12,"0,71703","0,7500",,,"0,0214","1,0460","0,7170",,
Galantaminedecoy17,561,"-7,6",0,1,549,12,"0,71831","0,7500",,,"0,0214","1,0441","0,7183",,
Bis-tacrinedecoy9,562,"-7,6",0,1,550,12,"0,71959","0,7500",,,"0,0214","1,0422","0,7196",,
Physostigminedecoy16,563,"-7,5",0,1,551,12,"0,72087","0,7500",,,"0,0213","1,0404","0,7209",,
Galantaminedecoy14,564,"-7,5",0,1,552,12,"0,72215","0,7500",,,"0,0213","1,0385","0,7222",,
3iodo-4tetrahydroacridindecoy22,565,"-7,5",0,1,553,12,"0,72343","0,7500",,,"0,0212","1,0367","0,7234",,
Physostigminedecoy14,566,"-7,5",0,1,554,12,"0,72471","0,7500",,,"0,0212","1,0349","0,7247",,
Donepezildecoy1,567,"-7,5",0,1,555,12,"0,72599","0,7500",,,"0,0212","1,0330","0,7260",,
Physostigminedecoy39,568,"-7,5",0,1,556,12,"0,72727","0,7500",,,"0,0211","1,0312","0,7273",,
Donepezildecoy5,569,"-7,4",0,1,557,12,"0,72855","0,7500",,,"0,0211","1,0294","0,7286",,
Tolserinedecoy35,570,"-7,4",0,1,558,12,"0,72983","0,7500",,,"0,0211","1,0276","0,7298",,
Heptyl-physostigminedecoy25,571,"-7,4",0,1,559,12,"0,73111","0,7500",,,"0,0210","1,0258","0,7311",,
Galantaminedecoy16,572,"-7,4",0,1,560,12,"0,73239","0,7500",,,"0,0210","1,0240","0,7324",,
Physostigminedecoy22,573,"-7,4",0,1,561,12,"0,73367","0,7500",,,"0,0209","1,0222","0,7337",,
Galantaminedecoy3,574,"-7,4",0,1,562,12,"0,73496","0,7500",,,"0,0209","1,0204","0,7350",,
Galantaminedecoy22,575,"-7,4",0,1,563,12,"0,73624","0,7500",,,"0,0209","1,0187","0,7362",,
Galantaminedecoy6,576,"-7,4",0,1,564,12,"0,73752","0,7500",,,"0,0208","1,0169","0,7375",,
Galantaminedecoy4,577,"-7,4",0,1,565,12,"0,73880","0,7500",,,"0,0208","1,0151","0,7388",,
Galantaminedecoy44,578,"-7,4",0,1,566,12,"0,74008","0,7500",,,"0,0208","1,0134","0,7401",,
Physostigminedecoy50,579,"-7,4",0,1,567,12,"0,74136","0,7500",,,"0,0207","1,0116","0,7414",,
Physostigminedecoy10,580,"-7,4",0,1,568,12,"0,74264","0,7500",,,"0,0207","1,0099","0,7426",,
Galantaminedecoy35,581,"-7,4",0,1,569,12,"0,74392","0,7500",,,"0,0207","1,0082","0,7439",,
Galantaminedecoy9,582,"-7,3",0,1,570,12,"0,74520","0,7500",,,"0,0206","1,0064","0,7452",,
Galantamine,583,"-7,3",1,0,570,13,"0,74648","0,8125",,,"0,0223","1,0884","0,7465",,
Galantaminedecoy39,584,"-7,3",0,1,571,13,"0,74776","0,8125",,,"0,0223","1,0866","0,7478",,
4iodo-2tetrahydroacridindecoy49,585,"-7,3",0,1,572,13,"0,74904","0,8125",,,"0,0222","1,0847","0,7490",,
3iodo-4tetrahydroacridindecoy45,586,"-7,3",0,1,573,13,"0,75032","0,8125",,,"0,0222","1,0828","0,7503",,
Heptyl-physostigminedecoy12,587,"-7,3",0,1,574,13,"0,75160","0,8125",,,"0,0221","1,0810","0,7516",,
Galantaminedecoy18,588,"-7,3",0,1,575,13,"0,75288","0,8125",,,"0,0221","1,0792","0,7529",,
Physostigminedecoy49,589,"-7,3",0,1,576,13,"0,75416","0,8125",,,"0,0221","1,0773","0,7542",,
Heptyl-physostigminedecoy26,590,"-7,3",0,1,577,13,"0,75544","0,8125",,,"0,0220","1,0755","0,7554",,
Galantaminedecoy50,591,"-7,3",0,1,578,13,"0,75672","0,8125",,,"0,0220","1,0737","0,7567",,
3iodo-4tetrahydroacridindecoy20,592,"-7,3",0,1,579,13,"0,75800","0,8125",,,"0,0220","1,0719","0,7580",,
Donepezildecoy50,593,"-7,3",0,1,580,13,"0,75928","0,8125",,,"0,0219","1,0701","0,7593",,
Tacrinedecoy3,594,"-7,3",0,1,581,13,"0,76056","0,8125",,,"0,0219","1,0683","0,7606",,
Physostigminedecoy9,595,"-7,3",0,1,582,13,"0,76184","0,8125",,,"0,0218","1,0665","0,7618",,
Physostigminedecoy37,596,"-7,3",0,1,583,13,"0,76312","0,8125",,,"0,0218","1,0647","0,7631",,
Heptyl-physostigminedecoy20,597,"-7,3",0,1,584,13,"0,76440","0,8125",,,"0,0218","1,0629","0,7644",,
Physostigminedecoy1,598,"-7,2",0,1,585,13,"0,76569","0,8125",,,"0,0217","1,0611","0,7657",,
Galantaminedecoy24,599,"-7,2",0,1,586,13,"0,76697","0,8125",,,"0,0217","1,0593","0,7670",,
Physostigminedecoy23,600,"-7,2",0,1,587,13,"0,76825","0,8125",,,"0,0217","1,0576","0,7682",,
Physostigminedecoy36,601,"-7,2",0,1,588,13,"0,76953","0,8125",,,"0,0216","1,0558","0,7695",,
Physostigminedecoy19,602,"-7,2",0,1,589,13,"0,77081","0,8125",,,"0,0216","1,0541","0,7708",,
Tolserinedecoy45,603,"-7,2",0,1,590,13,"0,77209","0,8125",,,"0,0216","1,0523","0,7721",,
Physostigminedecoy45,604,"-7,2",0,1,591,13,"0,77337","0,8125",,,"0,0215","1,0506","0,7734",,
Galantaminedecoy15,605,"-7,2",0,1,592,13,"0,77465","0,8125",,,"0,0215","1,0488","0,7746",,
Physostigminedecoy40,606,"-7,2",0,1,593,13,"0,77593","0,8125",,,"0,0215","1,0471","0,7759",,
Heptyl-physostigminedecoy34,607,"-7,1",0,1,594,13,"0,77721","0,8125",,,"0,0214","1,0454","0,7772",,
Galantaminedecoy19,608,"-7,1",0,1,595,13,"0,77849","0,8125",,,"0,0214","1,0437","0,7785",,
2iodo-4tetrahydroacridindecoy37,609,"-7,1",0,1,596,13,"0,77977","0,8125",,,"0,0213","1,0420","0,7798",,
Galantaminedecoy42,610,"-7,1",0,1,597,13,"0,78105","0,8125",,,"0,0213","1,0402","0,7810",,
Heptyl-physostigminedecoy22,611,"-7,1",0,1,598,13,"0,78233","0,8125",,,"0,0213","1,0385","0,7823",,
Physostigminedecoy26,612,"-7,1",0,1,599,13,"0,78361","0,8125",,,"0,0212","1,0368","0,7836",,
Physostigminedecoy38,613,"-7,1",0,1,600,13,"0,78489","0,8125",,,"0,0212","1,0352","0,7849",,
Heptyl-physostigminedecoy48,614,"-7,1",0,1,601,13,"0,78617","0,8125",,,"0,0212","1,0335","0,7862",,
Physostigminedecoy41,615,"-7,1",0,1,602,13,"0,78745","0,8125",,,"0,0211","1,0318","0,7875",,
Physostigminedecoy43,616,"-7,1",0,1,603,13,"0,78873","0,8125",,,"0,0211","1,0301","0,7887",,
Tolserinedecoy46,617,"-7,1",0,1,604,13,"0,79001","0,8125",,,"0,0211","1,0284","0,7900",,
4iodo-4tetrahydroacridindecoy25,618,"-7,1",0,1,605,13,"0,79129","0,8125",,,"0,0210","1,0268","0,7913",,
Physostigminedecoy31,619,"-7,1",0,1,606,13,"0,79257","0,8125",,,"0,0210","1,0251","0,7926",,
Galantaminedecoy21,620,"-7,1",0,1,607,13,"0,79385","0,8125",,,"0,0210","1,0235","0,7939",,
Galantaminedecoy48,621,"-7,1",0,1,608,13,"0,79513","0,8125",,,"0,0209","1,0218","0,7951",,
Tolserinedecoy47,622,"-7,0",0,1,609,13,"0,79641","0,8125",,,"0,0209","1,0202","0,7964",,
Physostigminedecoy2,623,"-7,0",0,1,610,13,"0,79770","0,8125",,,"0,0209","1,0185","0,7977",,
Physostigmine,624,"-7,0",1,0,610,14,"0,79898","0,8750",,,"0,0224","1,0951","0,7990",,
Galantaminedecoy10,625,"-7,0",0,1,611,14,"0,80026","0,8750",,,"0,0224","1,0934","0,8003",,
Galantaminedecoy12,626,"-7,0",0,1,612,14,"0,80154","0,8750",,,"0,0224","1,0916","0,8015",,
Physostigminedecoy34,627,"-7,0",0,1,613,14,"0,80282","0,8750",,,"0,0223","1,0899","0,8028",,
Physostigminedecoy18,628,"-7,0",0,1,614,14,"0,80410","0,8750",,,"0,0223","1,0882","0,8041",,
3iodo-4tetrahydroacridindecoy21,629,"-7,0",0,1,615,14,"0,80538","0,8750",,,"0,0223","1,0864","0,8054",,
Galantaminedecoy34,630,"-7,0",0,1,616,14,"0,80666","0,8750",,,"0,0222","1,0847","0,8067",,
Tacrinedecoy5,631,"-7,0",0,1,617,14,"0,80794","0,8750",,,"0,0222","1,0830","0,8079",,
Physostigminedecoy44,632,"-7,0",0,1,618,14,"0,80922","0,8750",,,"0,0222","1,0813","0,8092",,
Physostigminedecoy28,633,"-7,0",0,1,619,14,"0,81050","0,8750",,,"0,0221","1,0796","0,8105",,
Galantaminedecoy5,634,"-7,0",0,1,620,14,"0,81178","0,8750",,,"0,0221","1,0779","0,8118",,
Galantaminedecoy49,635,"-7,0",0,1,621,14,"0,81306","0,8750",,,"0,0220","1,0762","0,8131",,
Physostigminedecoy17,636,"-7,0",0,1,622,14,"0,81434","0,8750",,,"0,0220","1,0745","0,8143",,
Galantaminedecoy38,637,"-6,9",0,1,623,14,"0,81562","0,8750",,,"0,0220","1,0728","0,8156",,
Physostigminedecoy48,638,"-6,9",0,1,624,14,"0,81690","0,8750",,,"0,0219","1,0711","0,8169",,
Velnacrinedecoy34,639,"-6,9",0,1,625,14,"0,81818","0,8750",,,"0,0219","1,0694","0,8182",,
Physostigminedecoy29,640,"-6,9",0,1,626,14,"0,81946","0,8750",,,"0,0219","1,0678","0,8195",,
Galantaminedecoy46,641,"-6,9",0,1,627,14,"0,82074","0,8750",,,"0,0218","1,0661","0,8207",,
Physostigminedecoy42,642,"-6,9",0,1,628,14,"0,82202","0,8750",,,"0,0218","1,0644","0,8220",,
Galantaminedecoy47,643,"-6,9",0,1,629,14,"0,82330","0,8750",,,"0,0218","1,0628","0,8233",,
3iodo-4tetrahydroacridindecoy35,644,"-6,9",0,1,630,14,"0,82458","0,8750",,,"0,0217","1,0611","0,8246",,
4iodo-2tetrahydroacridindecoy27,645,"-6,9",0,1,631,14,"0,82586","0,8750",,,"0,0217","1,0595","0,8259",,
Galantaminedecoy33,646,"-6,9",0,1,632,14,"0,82714","0,8750",,,"0,0217","1,0578","0,8271",,
Physostigminedecoy33,647,"-6,9",0,1,633,14,"0,82843","0,8750",,,"0,0216","1,0562","0,8284",,
Tacrinedecoy32,648,"-6,9",0,1,634,14,"0,82971","0,8750",,,"0,0216","1,0546","0,8297",,
Velnacrinedecoy35,649,"-6,9",0,1,635,14,"0,83099","0,8750",,,"0,0216","1,0529","0,8310",,
